50,8,0.001,8,0.009
100,8,0.000,8,0.000
500,8,0.002,8,0.002
1000,8,0.004,8,0.003
2500,8,0.022,8,0.014
5000,8,0.024,8,0.019
10000,8,0.059,8,0.040
25000,8,0.125,8,0.144
30000,8,0.145,8,0.119
40000,8,0.176,8,0.213
50000,8,0.236,8,0.267
60000,8,0.459,8,0.383
70000,8,0.382,8,0.352
80000,8,0.358,8,0.466
90000,8,0.694,8,0.680
100000,8,0.775,8,0.555
